Start;01/07/2025;8h50;End;07/07/2025;17h32;Day;Hour;Unnamed: 8;A;B;C;Dilution;Day.1;Time (h);Time (s);OD 0A;Std 0A;OD 0B;Std 0B;OD 0C;Std 0C;OD 1A;Std 1A;OD 1B;Std 1B;OD 1C;Std 1C;OD 2A;Std 2A;OD 2B;Std 2B;OD 2C;Std 2C;OD 3A;Std 3A;OD 3B;Std 3B;OD 3C;Std 3C;OD 4A;Std 4A;OD 4B;Std 4B;OD 4C;Std 4C;mean 0;std 0;mean 1;std 1;mean 2;std 2;mean 3;std 3;mean 4;std 4;dilution 0;dilution 1;dilution 2;dilution 3;dilution 4;OD 0A NC;OD 0B NC;OD 0C NC;OD 1A NC;OD 1B NC;OD 1C NC;OD 2A NC;OD 2B NC;OD 2C NC;OD 3A NC;OD 3B NC;OD 3C NC;OD 4A NC;OD 4B NC;OD 4C NC;mean 0 NC;mean 1 NC;mean 2 NC;mean 3 NC;mean 4 NC
;;;;;;;;0.0;0.0062968515742128925;0.0062968515742128925;0.007879924953095684;0.8333333333333331;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.007879924953095684;0.007351837959489871;0.008937288772061585;0.8333333333333331;;;-1.4001708769558396;0.007175897163042367;0.000798415895612293;0.006648338091308214;0.0006034620217163947;0.009643080599919465;0.002178258811423089;0.009113670329354822;0.0013158831963158818;0.011056788266265513;0.0005225830533781261;0.010526315789473682;0.0005225830533781261;0.010703095449216304;0.0010882827765874654;0.013005272585112384;0.0006034620217163947;0.01123370092637491;0.000798415895612293;0.01888314652954533;0.00030166573384755104;0.01247333434715439;0.00030166573384755104;0.01602717305119799;0.00030166573384755104;0.011410658484189422;0.00030166573384755104;0.011056788266265513;0.0;0.011764705705284748;0.000798415895612293;0.007821229108972785;0.0015817954045314877;0.010231780929591684;0.0009908424091694527;0.011646670230690744;0.0011862782871934934;0.01578969441179781;0.003147832843015128;0.011410658484189422;0.00034834553375819174;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.007175897163042367;0.006648338091308214;0.009643080599919465;0.009113670329354822;0.011056788266265513;0.010526315789473682;0.010703095449216304;0.013005272585112384;0.01123370092637491;0.01888314652954533;0.01247333434715439;0.01602717305119799;0.011410658484189422;0.011056788266265513;0.011764705705284748;0.007821229108972785;0.010231780929591684;0.011646670230690744;0.01578969441179781;0.011410658484189422
;;;;;;;;;0.007351837959489871;0.0062968515742128925;0.01211893112532932;0.8333333333333331;;;-1.4000451518773407;0.054075701001689146;0.0006034620217163947;0.054639441904192225;0.0006034620217163947;0.05878693623639191;0.0005225830533781261;0.03754789272030651;0.0009053879022468187;0.046972618588507514;0.0026168224299065413;0.05257452574525745;0.0009053879022468187;0.0307868312483522;0.00030166573384755104;0.040860215053763436;0.0015689204333208815;0.04567171865472279;0.0015977429793616038;0.02607373622196883;0.0009053879022468187;0.02354875408833328;0.000798415895612293;0.03425076452599388;0.0009053879022468187;0.02210991805712064;0.0013158831963158818;0.020673987126088603;0.0005225830533781261;0.02336874051593323;0.0010455563853622105;0.05583099818545643;0.002380977074618839;0.04567171865472279;0.0071673106101683235;0.03907948019936752;0.007238557894811443;0.02794316619960365;0.0053886302338287916;0.022050029718192542;0.00130815828997236;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.054075701001689146;0.054639441904192225;0.05878693623639191;0.03754789272030651;0.046972618588507514;0.05257452574525745;0.0307868312483522;0.040860215053763436;0.04567171865472279;0.02607373622196883;0.02354875408833328;0.03425076452599388;0.02210991805712064;0.020673987126088603;0.02336874051593323;0.05583099818545643;0.04567171865472279;0.03907948019936752;0.02794316619960365;0.022050029718192542
;;;;;;;;;0.007175897163042367;0.006648338091308214;0.009643080599919465;0.8333333333333331;;;-1.4000399330249096;0.06868475972485845;0.0010882827765874654;0.09165120613459463;0.0016812591386433306;0.07600314712824548;0.0013834745257873418;0.04455852174596489;0.0010882827765874654;0.05182510014856508;0.0015977429793616038;0.04753086419753086;0.0005225830533781261;0.04678663257670779;0.0010882827765874654;0.0533247254417915;0.0010882827765874654;0.06429036053912973;0.0006034620217163947;0.02679680549793424;0.000798415895612293;0.03187889599693155;0.0013158831963158818;0.029333333333333333;0.0005225830533781261;0.024990505127231295;0.0010455563853622105;0.02770167427701674;0.0013834745257873418;0.02607373622196883;0.0009053879022468187;0.07871781417219098;0.0105674804969205;0.047965353239394985;0.0034220493402922713;0.0547647769022387;0.008227203821451813;0.029333333333333333;0.0024420634690309074;0.02625443469003365;0.0013158831963158818;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.06868475972485845;0.09165120613459463;0.07600314712824548;0.04455852174596489;0.05182510014856508;0.04753086419753086;0.04678663257670779;0.0533247254417915;0.06429036053912973;0.02679680549793424;0.03187889599693155;0.029333333333333333;0.024990505127231295;0.02770167427701674;0.02607373622196883;0.07871781417219098;0.047965353239394985;0.0547647769022387;0.029333333333333333;0.02625443469003365
;;;;;;;;;0.007175897163042367;0.006648338091308214;0.009643080599919465;;;;-1.4000358161128978;0.11861845635204823;0.0006034620217163947;0.10723085183546208;0.0015096303458621446;0.11066970856117705;0.001980527147376048;0.08574445637351431;0.0006034620217163947;0.07716535433070866;0.0;0.06638874394653611;0.0010882827765874654;0.0679186228482003;0.0010455563853622105;0.08535233570863023;0.0005225830533781261;0.06868475972485845;0.0006034620217163947;0.04418783679753656;0.0005225830533781261;0.036080632631273195;0.00030166573384755104;0.032425553758262345;0.00030166573384755104;0.032425553758262345;0.0013158831963158818;0.030968726163234168;0.0005225830533781261;0.029514858848169307;0.000798415895612293;0.11215798679075346;0.0050173810273952775;0.07639034646857164;0.008782084154475655;0.0739415100001848;0.008910160241315607;0.03754789272030651;0.00572455307846491;0.030968726163234168;0.0013944224852333693;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.11861845635204823;0.10723085183546208;0.11066970856117705;0.08574445637351431;0.07716535433070866;0.06638874394653611;0.0679186228482003;0.08535233570863023;0.06868475972485845;0.04418783679753656;0.036080632631273195;0.032425553758262345;0.032425553758262345;0.030968726163234168;0.029514858848169307;0.11215798679075346;0.07639034646857164;0.0739415100001848;0.03754789272030651;0.030968726163234168
;;;;;;;;0.8333333333333331;0.007879924953095684;0.011056788266265513;0.010526315789473682;0.8333333333333331;;;-1.400033052224982;0.15041322314049588;0.0009053879022468187;0.17580848383032335;0.002280746321963455;0.15792387564815552;0.0012074439822164084;0.10180120100090742;0.000798415895612293;0.06562499999999999;0.0005225830533781261;0.11331002978130007;0.000798415895612293;0.08476454293628807;0.0005225830533781261;0.11677671452408345;0.000798415895612293;0.13059559444256127;0.0018369739706466058;0.039386189074247284;0.0013158831963158818;0.04307692307692307;0.0005225830533781261;0.03754789272030651;0.0009053879022468187;0.03388535013581079;0.0013158831963158818;0.03425076452599388;0.0013834745257873418;0.033520122444411625;0.00030166573384755104;0.161309413795141;0.010535640702722466;0.09330031371453582;0.02238237877131845;0.11046698872785829;0.020607986141651043;0.039999999754371;0.0026649330505690927;0.03388535013581079;0.00034834553375819174;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.15041322314049588;0.17580848383032335;0.15792387564815552;0.10180120100090742;0.06562499999999999;0.11331002978130007;0.08476454293628807;0.11677671452408345;0.13059559444256127;0.039386189074247284;0.04307692307692307;0.03754789272030651;0.03388535013581079;0.03425076452599388;0.033520122444411625;0.161309413795141;0.09330031371453582;0.11046698872785829;0.039999999754371;0.03388535013581079
;;;;;;;;;0.008937288772061585;0.011587659894657635;0.011056788266265513;0.8333333333333331;;;-1.4000221125604764;30.75999990811427;0.001980527147376048;-7.157544754088214;0.003067621500303835;-8.413084112149537;0.0023979833361509866;2.9695652156950443;0.000798415895612293;4.499371069182389;0.002914588560171692;12.599999999999987;0.0018119476012348258;0.9170028823213261;0.0013158831963158818;2.1021779724648963;0.001980527147376048;2.349500331862258;0.0016812591386433306;0.17934614822795758;0.0006034620217163947;0.17206703888658278;0.0015977429793616038;0.1938827527612574;0.0018860341762724974;0.09960031974420462;0.0005225830533781261;0.10240256293411673;0.000798415895612293;0.08574445637351431;0.0018369739706466058;-11.919626158392878;0.2558165090059632;4.985779117711207;0.1753442726807135;1.6493046787246897;0.2024847356110918;0.1817134292745193;0.008736822295326458;0.09588021631043502;0.007880577385558377;-3.017241379310345;-4.242424242424243;4.117647058823528;0.8333333333333331;0.8333333333333331;0.33115964345296206;0.46326767060697427;0.4419243986254296;0.28654480046650505;0.3298294144767173;0.4064516129032258;0.34538688141643864;0.6003554288252433;0.6387610943739831;0.17934614822795758;0.17206703888658278;0.1938827527612574;0.09960031974420462;0.10240256293411673;0.08574445637351431;0.41022836895943576;0.33954255090977004;0.5189634598987285;0.1817134292745193;0.09588021631043502
;;;;;;;;;0.010526315789473682;0.010526315789473682;0.009996242014280345;0.8333333333333331;;;-1.4000198395366432;-3.7018404907975464;0.0009053879022468187;-2.852387096961598;0.0012074439822164084;-3.067555555555556;0.0018119476012348258;448.84001800960385;0.000798415895612293;-8.854304640698215;0.002473070775163582;-5.902400001800961;0.003486894061328947;2.693090907602512;0.0013158831963158818;8.561061938087548;0.000798415895612293;14.342657364675022;0.0015977429793616038;0.3338262476894639;0.0005225830533781261;0.34836905871388635;0.002769686568950994;0.3895071539285362;0.001980527147376048;0.160299417582437;0.0012074439822164084;0.14679125992211195;0.0016812591386433306;0.13330608908868;0.0013834745257873418;-3.1415162458466255;0.30840287063098265;-9.873776658231481;0.2631856992318129;5.948857447356811;0.21615414017388757;0.35691987476442877;0.0184507463115278;0.14672041026504942;0.011145355017890995;-1.9125683060109289;-3.017241379310345;-3.017241379310345;4.117647058823528;0.8333333333333331;0.2682970208981769;0.3421451784952568;0.3155921353452217;0.3486406708484323;0.43621533472042656;0.49750505763612685;0.2121455172747272;0.29059777736416303;0.3119391632377278;0.1491329479768786;0.1549108992954828;0.17096999324088902;0.160299417582437;0.14679125992211195;0.13330608908868;0.30812888831845225;0.425395967744288;0.2704427406218373;0.15828334088063833;0.14672041026504942
;;;;;;;;;0.009113670329354822;0.011056788266265513;0.010526315789473682;0.8333333333333331;;;-1.4000182901872755;-2.4760994262833553;0.0015977429793616038;-2.2144717799700087;0.0013158831963158818;-2.226431718061674;0.0026168224299065413;-4.884829720283334;0.0015096303458621446;-4.125423728153651;0.0010882827765874654;-3.68780487804878;0.0018860341762724974;5.635000004396871;0.001980527147376048;57.84210557495835;0.002634242885028549;-55.00000000000012;0.0005225830533781261;0.5886925791539412;0.000798415895612293;0.6244604320187879;0.000798415895612293;0.7856310675367706;0.000798415895612293;0.23083164276574444;0.0018369739706466058;0.22611961884225937;0.0018369739706466058;0.1902797402642384;0.0010882827765874654;-2.2909762533216615;0.42870259606680516;-4.1498371344462015;0.1645494308782355;19.97215184462747;0.18776880279424896;0.662797800729212;0.04869466400151482;0.21553918316247994;0.016982720313040787;-1.6166281755196306;-1.9125683060109289;-1.9125683060109289;-3.017241379310345;4.117647058823528;0.18200983814729302;0.22026774123790585;0.21793876670978868;0.22823665581198269;0.2497142022057326;0.2690391459074733;0.12190373195266409;0.15148173694713737;0.16008316008316006;0.08810153377685107;0.09204665939925148;0.10844277693760958;0.10662561926202992;0.10461168272896514;0.08908585772071888;0.20654645827233384;0.24882812467796325;0.14431537518625892;0.09614532552094412;0.10006663422327454
;;;;;;;;;0.009113670329354822;0.011056788266265513;0.010526315789473682;;;;-1.4000146758950613;-1.8753378380385715;0.0024169725065100794;-1.8390015598911849;0.0026858298534185193;-1.787603305785124;0.002914588560171692;-2.599999999872068;0.000798415895612293;-2.43646408839779;0.0009053879022468187;-2.4317140237367814;0.0010882827765874654;-7.584615381217246;0.0010882827765874654;-6.709433959759702;0.0006034620217163947;-5.321951218145662;0.00030166573384755104;2.230967743106764;0.000798415895612293;1.940059348172124;0.000798415895612293;2.461406516685623;0.0006034620217163947;0.6945292151273778;0.00211439478546063;0.6208258524199594;0.00211439478546063;0.5208191129557711;0.0010882827765874654;-1.830934149911587;0.7126313265292954;-2.4840449438550256;0.16971503728743856;-6.358590306185644;0.1009666457224213;2.1980820450510206;0.04101136906697534;0.6095215426094692;0.043911873448005186;-1.6166281755196306;-1.9125683060109289;-1.9125683060109289;-3.017241379310345;4.117647058823528;0.3440347074285767;0.37092510985353594;0.4195926285160038;0.3872340428369695;0.4302439024390243;0.431733116652845;0.19569038865830596;0.20250569498896717;0.21980141050795812;0.19614293794722873;0.184013509487192;0.20456165382816272;0.27824660777124693;0.2540778841519585;0.21956834509070952;0.37763739706607113;0.4161673747207999;0.2059352263669475;0.19486137975820877;0.25027856482254346
