Date;Hour;Dilution;A;B;C;neg;Mean;Standard deviation;Effectif;Day;Time (h);Time (s);mean 0;std 0;95% confidence interval;mean 1;std 1;95% confidence interval.1;mean 2;std 2;95% confidence interval.2;mean 3;std 3;95% confidence interval.3;mean 4;std 4;95% confidence interval.4;Unnamed: 28;Count;Tri 1;Tri 2;Tri 3;Mean.1;Dilution 1;Dilution 2;Division by volume 1 µL;OD ;Ratio cell/OD (/L);Ratio cell/OD (/mL);Mean per triplicates;Unnamed: 41
;;0.0;0.029333333333333333;0.026615969581749045;0.029333333333333333;0.004717334331710969;0.028426395939086274;0.001509630526971253;-13.125000000000004;;;0.0;;;;;;;;;;;;;;;;;;-1.441541186891054;-1.4356247626281808;-1.4410862899693386;-1.4392249790925293;-1.4019103999345022;-1.400572573058642;-1.400000000057234;-1.7752;-1.4000000007257258;-1.4000007257262064;-1.4000008155141326;0.0
;;0.8333333333333331;0.01906202723146747;0.01371514694800301;0.02336874051593323;;0.018704310562137616;0.004727063555313706;-13.125000000000004;;;-1.400052026337085;0.028426395939086274;0.001509630526971253;0.0037561412893165357;0.018704310562137616;0.004727063555313706;0.011801817549327577;0.02553191489361702;0.005321812945388631;0.013295122597172446;0.026977687626774865;0.0006034617803632674;0.001500041786202829;0.023908918406072104;0.005935201881548149;0.05519400898203167;;;-1.442481884057971;-1.441541186891054;-1.4485256078634248;-1.443975621190811;-1.4021350693100858;-1.400639837744024;-1.4000000000639543;-1.7368043087971272;-1.4000000008838518;-1.400000883852376;-1.4000006879163807;0.8333333333333331
;;4.117647058823528;0.01959894059780552;0.030423179565383145;0.026615969581749045;;0.02553191489361702;0.005321812945388631;-13.125000000000004;;;-1.4000450867679946;0.04067579674900808;0.007689835326591024;0.019259613955549454;0.03479923518164436;0.0009053878015929969;0.002251268749731564;0.04196771714066102;0.002397983176253183;0.005972102109374567;0.036080632814493474;0.0007984160167625445;0.0019850554869054993;0.0317878267506201;0.005562777826030944;0.05161719770308113;;;-1.4366692728694292;-1.4385532264693794;-1.4703675918979744;-1.4444971537001898;-1.4021596481937697;-1.4006471956007258;-1.4000000000646897;-1.7559772296015177;-1.4000000008551972;-1.4000008551977636;-1.4000006747163618;4.117647058823528
;;-13.125000000000004;0.026615969581749045;0.026615969581749045;0.02770167427701674;;0.026977687626774865;0.0006034617803632674;-13.125000000000004;;;-1.4000414964743477;0.0395702775290958;0.004954893874366825;0.012373633404612162;0.04995491433724073;0.007451720452272938;0.018658493620681012;0.04995491433724073;0.0007984160167625445;0.0019850554869054993;0.04326195666111037;0.0010882827763081288;0.002706566816063836;0.03837454475752347;0.003332370342518671;0.030520213509094396;;;-1.442481884057971;-1.4346381093057605;-1.4285714285714286;-1.4343212586900842;-1.4033580352987507;-1.4010057219647858;-1.4000000001005;-2.3821989528795813;-1.40000000065325;-1.4000006532503046;-1.4000007420748646;-13.125000000000004
;;-4.242424242424243;0.028245146555005703;0.01959894059780552;0.0;;0.023908918406072104;0.005935201881548149;4.117647058823528;;;-1.4000384358021711;0.04790326730126063;0.008801412074771142;0.022069839253355254;0.06753585397653175;0.005092166658535799;0.012718299122170179;0.056521739130434775;0.011873888556464398;0.029872392789302246;0.0516378643280887;0.0010882827763081288;0.002706566816063836;0.045022145195455415;0.00854770656850942;0.08073389647644426;;;-1.4309264754368611;-1.4420062695924765;-1.4334045584045585;-1.4348526133375195;-1.403408884421195;-1.401020925217952;-1.400000000102018;-2.3084745762711867;-1.4000000006947433;-1.4000006947437886;-1.4000010196239894;-4.242424242424243
;;0.0;0.03206106870229007;0.04808954071786954;0.04196771714066102;0.007351837959489871;0.04067579674900808;0.007689835326591024;-13.125000000000004;;;-1.4000367420531599;0.07677774862240862;0.005608101824424782;0.014014616082127429;0.0802735402419777;0.0043633064865835;0.010889423591122148;0.06945169712793753;0.008674134404259598;0.021747724189917578;0.055015511892450686;0.0028830138688328132;0.007183759041868263;0.04585741811175337;0.008173897336463856;0.07703059104693753;;;-1.4444971537001898;-1.4467131474103585;-1.4309264754368611;-1.439362148552245;-1.403839070110097;-1.4011495144995332;-1.400000000114857;-2.4480446927374304;-1.4000000007190057;-1.4000007190060835;;
;;0.8333333333333331;0.03534812547819433;0.03534812547819433;0.03370271303018724;;0.03479923518164436;0.0009053878015929969;-13.125000000000004;;;-1.4000240794797394;0.07832939322301023;0.0007391583265121024;0.0018376109900434367;0.18646934460887946;0.05435650045514796;0.14328561357022981;0.16616112425212165;0.015869821117835987;0.040097402634867746;0.14679126013467064;0.007358119709665973;0.018422282554113552;0.09066348827969803;0.030187927824960173;0.32763756050218074;;;-1.4225589225589226;-1.42431311560394;-1.4225589225589226;-1.4231148348940363;-1.4022776388315568;-1.4022776388315568;-1.400000000227394;-12.12000000000001;-1.4000000006890037;-1.4000006890039753;;
;;4.117647058823528;0.04141375336150595;0.044743935309973046;0.03975441289332309;;0.04196771714066102;0.002397983176253183;-13.125000000000004;;;-1.4000230498941744;0.3067475360121306;0.03553624191684476;0.09173266350412425;0.29263157894736813;0.03126070437347894;0.08031757252891146;0.28629213483146065;0.04720301783306123;0.1234354890851083;0.17868162692847103;0.003325490240694887;0.008290201552222515;0.10894832093303838;0.03599368770911114;0.4069255067112952;;;-1.4244716931907122;-1.424002047082907;-1.432820153953814;-1.426549674497594;-1.4026104138257312;-1.4026104138257312;-1.4000000002605555;-63.93333333333327;-1.4000000007139222;-1.400000713922586;;
;;-13.125000000000004;0.03534812547819433;0.035897435897435895;0.036997319034852545;;0.036080632814493474;0.0007984160167625445;-13.125000000000004;;;-1.400021995890192;0.3187356848373797;0.041846775969861194;0.49384117747538353;0.3650933040614706;0.011651858735908311;0.02930682298674468;0.3748344370860926;0.036093782550417286;0.09322914960490536;0.21700905042378993;0.005278417606162066;0.013186100932404642;0.12613382143583485;0.035216864436729514;0.395935850979255;;;-1.4258188824662812;-1.4285714285714286;-1.4221592251358375;-1.425239931838111;-1.4024836935900764;-1.4024836935900764;-1.4000000002479294;23.613333333333273;-1.4000000006272617;-1.400000627261955;;
;;-4.242424242424243;0.02770167427701674;0.035897435897435895;0.002092675635276532;;0.0317878267506201;0.005562777826030944;4.117647058823528;;;-1.4000211478789104;0.4568129330254038;0.0240605695571645;0.061334193121696606;0.38214059531348976;0.020489290110280098;0.052028307583171875;0.44888304862023676;0.03069629617918545;0.0788186727417209;0.2574878515682518;0.00947146780872008;0.023767068073617136;0.14149548069022183;0.038719204010703986;0.44647163329049483;;;-1.4866112650046166;-1.476074614760746;-1.4930555555555554;-1.4846570397111913;-1.4080287597363692;-1.4080287597363692;-1.400000000798298;1.101333333333333;-1.4000000009419913;-1.4000009419921233;;
;;0.0;0.04141375336150595;0.04363216621777607;0.03370271303018724;0.004717334331710969;0.0395702775290958;0.004954893874366825;-13.125000000000004;;;-1.4000203561987552;0.561659114674102;0.051428015923855055;0.1351208969578357;0.5568845618915164;0.02901657301897095;0.07436877827819242;0.5893955461293743;0.0474419431392399;0.12409336327287275;0.2695342628300209;0.003199137443996899;0.007974141476101792;0.1289323553382233;0.034828767891347395;0.39049100015117794;;;-1.4632501685772084;-1.4485256078634248;-1.465457083042568;-1.4580325840409378;-1.4055945446234315;-1.4055945446234315;-1.4000000005572275;1.005128205128205;-1.400000000624095;-1.4000006240953276;;
