Start;07/07/2025;8h50;End;?;?.1;Day;Hour;Unnamed: 8;A;B;C;Dilution;Day.1;Time (h);Time (s);OD 0A;Std 0A;OD 0B;Std 0B;OD 0C;Std 0C;OD 1A;Std 1A;OD 1B;Std 1B;OD 1C;Std 1C;OD 2A;Std 2A;OD 2B;Std 2B;OD 2C;Std 2C;OD 3A;Std 3A;OD 3B;Std 3B;OD 3C;Std 3C;OD 4A;Std 4A;OD 4B;Std 4B;OD 4C;Std 4C;mean 0;std 0;mean 1;std 1;mean 2;std 2;mean 3;std 3;mean 4;std 4;dilution 0;dilution 1;dilution 2;dilution 3;dilution 4;OD 0A NC;OD 0B NC;OD 0C NC;OD 1A NC;OD 1B NC;OD 1C NC;OD 2A NC;OD 2B NC;OD 2C NC;OD 3A NC;OD 3B NC;OD 3C NC;OD 4A NC;OD 4B NC;OD 4C NC;mean 0 NC;mean 1 NC;mean 2 NC;mean 3 NC;mean 4 NC
;;;;;;;;0.0;0.017453721193804304;0.01371514694800301;0.016383540958852395;0.8333333333333331;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.017453721193804304;0.01478129713423831;0.017453721193804304;0.8333333333333331;;;-1.4000819619846683;0.01709681480548909;0.0006034617803632674;0.014959145191703313;0.0013158834467086394;0.01620533467539005;0.0013158834467086394;0.01995710861612213;0.0007984160167625445;0.015137037968317845;0.00030166587452959133;0.01318267419962335;0.0005225830533780738;0.01211893112532932;0.0010455563853622105;0.01371514694800301;0.0013834746886050378;0.01211893112532932;0.0005225830533781261;0.01620533467539005;0.0006034617803632674;0.013005272407732882;0.0006034617803632674;0.011587659894657635;0.0010455563853622105;0.022469354227221006;0.0010882827763081288;0.018346774193548406;0.00030166587452959133;0.011941796287004532;0.00030166587452959133;0.01608655539713157;0.0010503893941911664;0.01608655539713157;0.003413112180533393;0.012650602409638553;0.0009053878015929969;0.013596784996651047;0.0023226677736363274;0.0175727299441669;0.0051974377697169526;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.01709681480548909;0.014959145191703313;0.01620533467539005;0.01995710861612213;0.015137037968317845;0.01318267419962335;0.01211893112532932;0.01371514694800301;0.01211893112532932;0.01620533467539005;0.013005272407732882;0.011587659894657635;0.022469354227221006;0.018346774193548406;0.011941796287004532;0.01608655539713157;0.01608655539713157;0.012650602409638553;0.013596784996651047;0.0175727299441669
;;;;;;;;;0.016383540958852395;0.016383540958852395;0.01478129713423831;0.8333333333333331;;;-1.4000676068682236;0.014603493779062476;0.00030166587452959133;0.01371514694800301;0.0;0.02282897231702692;0.0013834746886050378;0.014603493779062476;0.00030166587452959133;0.012827915149993705;0.0006034617803632674;0.014959145191703313;0.0006034617803632674;0.011587659894657635;0.001811947399666608;0.012473334169908411;0.0010882827763081288;0.01211893112532932;0.0005225830533781261;0.009996242014280345;0.0005225830533781261;0.008056042031523623;0.0006034617803632674;0.008937288772061585;0.0010455563853622105;0.007351837959489871;0.0005225830533781261;0.01353761145297;0.0006034617803632674;0.010526315789473682;0.001886034320559523;0.017037347880822482;0.004912452485342595;0.014129569914988075;0.0011203910219835323;0.012059881241113997;0.0004383531385986269;0.008996077776850532;0.0009596871033115756;0.010467399022597223;0.0030543272518939956;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.014603493779062476;0.01371514694800301;0.02282897231702692;0.014603493779062476;0.012827915149993705;0.014959145191703313;0.011587659894657635;0.012473334169908411;0.01211893112532932;0.009996242014280345;0.008056042031523623;0.008937288772061585;0.007351837959489871;0.01353761145297;0.010526315789473682;0.017037347880822482;0.014129569914988075;0.012059881241113997;0.008996077776850532;0.010467399022597223
;;;;;;;;;0.01709681480548909;0.014959145191703313;0.01620533467539005;0.8333333333333331;;;-1.400060015368541;0.026977687626774865;0.0007984160167625445;0.03516511538951933;0.001980527093522562;0.04381734222678294;0.00030166587452959133;0.028063943161634117;0.0007984160167625445;0.03498215196328402;0.0012074440223833274;0.029878048780487804;0.0010455563853622105;0.02157110381409448;0.0007984160167625445;0.022649140546006082;0.0013158834467086394;0.028245146555005703;0.0015689204333208815;0.018525519848771266;0.0013834746886050378;0.019778002018163453;0.0010882827763081288;0.01709681480548909;0.00030166587452959133;0.01798941798941799;0.0009053878015929969;0.02535139926554389;0.0006034617803632674;0.016383540958852395;0.0005225830533781261;0.035287116929485274;0.008056680191861195;0.030968726163234168;0.0034383743738287853;0.024149129096200043;0.0034663923182265;0.0184659329580778;0.0013081583771064683;0.01989740139601381;0.004656344819965394;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.026977687626774865;0.03516511538951933;0.04381734222678294;0.028063943161634117;0.03498215196328402;0.029878048780487804;0.02157110381409448;0.022649140546006082;0.028245146555005703;0.018525519848771266;0.019778002018163453;0.01709681480548909;0.01798941798941799;0.02535139926554389;0.016383540958852395;0.035287116929485274;0.030968726163234168;0.024149129096200043;0.0184659329580778;0.01989740139601381
;;;;;;;;;0.01709681480548909;0.014959145191703313;0.01620533467539005;;;;-1.400047019122948;0.07194978422910944;0.0009053878015929969;0.08613678373382604;0.0006034617803632674;0.0980037263774286;0.0021782588108635458;0.06219797349961028;0.0015689204333208815;0.05708737864077669;0.0015689204333208815;0.06868475991649249;0.001509630526971253;0.04400256574727391;0.0007984160167625445;0.05671023683188798;0.0010882827763081288;0.05032856590645534;0.002397983176253183;0.03169676926990586;0.0007984160167625445;0.023908918406072104;0.0005225830533781261;0.029514859029718038;0.0024730705792320143;0.020853319868719997;0.001836973752911367;0.038098888463012646;0.0005225830533780738;0.018704310562137616;0.0010882827763081288;0.08528700241917753;0.011694910034526683;0.06264131329319542;0.005342901615864442;0.05032856590645534;0.005945540844366707;0.02836597436656654;0.0038743764738947083;0.02583287590254615;0.010282475967684186;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.07194978422910944;0.08613678373382604;0.0980037263774286;0.06219797349961028;0.05708737864077669;0.06868475991649249;0.04400256574727391;0.05671023683188798;0.05032856590645534;0.03169676926990586;0.023908918406072104;0.029514859029718038;0.020853319868719997;0.038098888463012646;0.018704310562137616;0.08528700241917753;0.06264131329319542;0.05032856590645534;0.02836597436656654;0.02583287590254615
;;;;;;;;0.8333333333333331;0.020136260408781224;0.015314975480950583;0.012650602409638553;0.8333333333333331;;;-1.4000285025553543;1.2025433526011498;0.0007984160167625445;1.5274382314694332;0.0010882827763081288;21.11199999999954;0.0006034617803632674;0.9275434243176178;0.002397983176253183;0.8386634844868734;0.002092675635276532;0.9410981697171329;0.0010882827763081288;0.42372002592352587;0.0013158834467086394;0.48038757099899787;0.0016812592714729358;0.4592666005946481;0.001886034320559523;0.11759471484427685;0.001597743221938763;0.06983546617915885;0.0010882827763081288;0.09442379182156112;0.0015977432219387102;0.036630504148053585;0.001597743221938763;0.14955947136563896;0.0021782588108635458;0.03060498220640567;0.00030166587452959133;2.4948096885813276;0.48975382984765226;0.9015267175572548;0.021168213228927302;0.45416209092905735;0.016582009814528547;0.09369664263281277;0.02130935748899336;0.07028345016763175;0.06174117764868837;-3.017241379310345;-4.242424242424243;4.117647058823528;0.8333333333333331;0.8333333333333331;0.1425517335891464;0.16311623385640903;0.3232088181261484;0.1549108992954828;0.1446685878962536;0.15641592920353958;0.1840135097101039;0.20501924996435167;0.1972754363558961;0.11759471484427685;0.06983546617915885;0.09442379182156112;0.036630504148053585;0.14955947136563896;0.03060498220640567;0.20570613409415092;0.15198088059564266;0.19538883114428787;0.09369664263281277;0.07028345016763175
;;;;;;;;;0.01906202723146747;0.01478129713423831;0.01371514694800301;0.8333333333333331;;;-1.4000265426650702;6.937777777777775;0.0009053878015929969;5.701577287066288;0.004727063555313759;-16.714285714285737;0.002092675635276532;1.723196448390685;0.0010882827763081288;1.4685015290519878;0.0009053878015929969;2.3570093457943795;0.001980527093522562;0.6683572216097022;0.001509630526971253;0.7189759036144574;0.0028830138688328132;0.961728913134699;0.0006034617803632674;0.1687804878048778;0.0012074440223833274;0.09086092715231768;0.0013158834467086394;0.1276872964169381;0.0;0.04920818848976438;0.0005225830533781261;0.205935226137823;0.0010882827763081288;0.04771704180064307;0.0006034617803632674;13.949090909091186;0.2643577847545265;1.8086659064994384;0.08719502796874995;0.7757731958762892;0.06537685957642489;0.12844792468202582;0.03343375239447134;0.09740588000532105;0.08104465907796544;-3.017241379310345;-4.242424242424243;4.117647058823528;0.8333333333333331;0.8333333333333331;0.2794986571172784;0.2678026374277668;0.39093078758949873;0.22400807964218744;0.20547710740265296;0.26042189113438535;0.2697819314641744;0.28603954463750764;0.3579259722005312;0.1687804878048778;0.09086092715231768;0.1276872964169381;0.04920818848976438;0.205935226137823;0.04771704180064307;0.310985002026753;0.2296510786158971;0.3037336024217963;0.12844792468202582;0.09740588000532105
;;;;;;;;;0.020673987126088603;0.015314975480950583;0.01318267419962335;0.8333333333333331;;;-1.4000248054110702;-10.551219512195129;0.0013834746886050378;-5.679847908745231;0.001980527093522562;-3.0480234260614916;0.002359548300949586;10.26424870466308;0.0006034617803632674;10.448421052631454;0.002976740091409879;38.80000000000137;0.00030166587452959133;1.5746300211416568;0.001509630526971253;2.0400977995109915;0.0025816309291828623;2.476033057851239;0.0005225830533781261;0.2377127891750327;0.0005225830533781261;0.14339777869189632;0.001886034320559523;0.18646934460887946;0.0010455563853622105;0.05088940448569218;0.0015689204333208815;0.28025078369905954;0.0005225830533781261;0.04939479783672416;0.0007984160167625445;-4.5588400374181415;0.796006623285263;13.984054669703793;0.07160852639964725;1.9903614457831216;0.081434544262557;0.18826019472273198;0.03756886959178434;0.11950681726139598;0.1157016452186377;-1.9125683060109289;-3.017241379310345;-4.242424242424243;0.8333333333333331;0.8333333333333331;0.18245466048080977;0.2142263014484442;0.3176865557759807;0.29901886792452853;0.29978858350951393;0.33489519112207117;0.21353211009174333;0.24369158878504646;0.2660746003552397;0.2377127891750327;0.14339777869189632;0.18646934460887946;0.05088940448569218;0.28025078369905954;0.04939479783672416;0.23612578128785322;0.3110717000253355;0.24081632653061194;0.18826019472273198;0.11950681726139598
;;;;;;;;;0.01995710861612213;0.015137037968317845;0.01318267419962335;0.8333333333333331;;;-1.400022789486612;-2.994334277620399;0.0012074440223833274;-2.53927125506073;0.0016812592714729882;-2.200568990042674;0.001836973752911367;-6.109623430962324;0.0013158834467086394;-5.007692307692308;0.001886034320559523;-4.884829721362219;0.001597743221938763;4.077372262773722;0.0;5.032000000000032;0.00030166587452959133;13.810810810810597;0.0007984160167625445;0.48859060402684523;0.0013158834467086394;0.3263803680981598;0.0016812592714729882;0.4685258964143426;0.0015689204333208815;0.07156491044580972;0.0013158834467086394;0.36453989653550734;0.0026858300838619306;0.07272013607222275;0.0010882827763081288;-2.4892903225806435;1.0913404104506939;-5.263615560640738;0.08428387773105649;6.029702970297024;0.13106962076734485;0.4249027237354085;0.05548886655560307;0.15821143463614964;0.14012639706861638;-1.6166281755196306;-1.9125683060109289;-3.017241379310345;-4.242424242424243;0.8333333333333331;0.1450926561427593;0.1755879059350506;0.2230713770728188;0.20868943833071338;0.2256499133448873;0.22823665557645034;0.24489259096887328;0.25968740784429345;0.31063829787234065;0.09680851063829767;0.06945169712793753;0.09363057324840764;0.07156491044580972;0.36453989653550734;0.07272013607222275;0.18060288335517674;0.22081213401171154;0.27126948775055676;0.08652931854199682;0.15821143463614964
;;;;;;;;;0.01995710861612213;0.015137037968317845;0.01318267419962335;;;;-1.4000171796979926;-1.8520481927710841;0.001886034320559523;-1.816888888888889;0.0009053878015929969;-1.818127786032691;0.001597743221938763;-2.216835994194485;0.0021143947248519345;-2.1784232365145226;0.0022807462923735635;-2.2240117130307477;0.001509630526971253;-5.7375722543352605;0.002092675635276532;-5.592178770949721;0.001886034320559523;-5.984928716904297;0.0016812592714729882;3.270539419087156;0.001509630526971253;2.179014308426084;0.0012074440223833274;2.4350936967632153;0.00030166587452959133;0.3211009174311926;0.0015689204333208815;0.8315622521808091;0.00030166587452959133;0.355458515283843;0.001836973752911367;-1.828419182948489;0.24321503855194002;-2.2059188544152732;0.0793847663796664;-5.765610859728531;0.02047717809855181;2.577385159010614;0.06917989576380694;0.4764169815514563;0.16100029017422662;-1.6166281755196306;-1.6166281755196306;-3.017241379310345;-3.017241379310345;-4.242424242424243;0.3606757390896293;0.3900763358778625;0.38893833439288006;0.2198014102748599;0.22776572668112793;0.21840402588066163;0.5036022323693556;0.5094147582697199;0.49463053358020553;0.22800115707260604;0.1941084832176743;0.20364724319703637;0.0684931506849315;0.14382114936222762;0.07464954801519735;0.37979233647815325;0.2219799221864644;0.5025297199842245;0.20845955987424952;0.0948868918500154
