Time (hour);C0 = 1.0 R1;C0 = 1.0 R2;C0 = 1.0 R3;C0 = 1.0 R4;C0 = 1.0 R5;C0 = 0.95 R1;C0 = 0.95 R2;C0 = 0.95 R3;C0 = 0.95 R4;C0 = 0.95 R5;C0 = 0.9 R1;C0 = 0.9 R2;C0 = 0.9 R3;C0 = 0.9 R4;C0 = 0.9 R5;C0 = 0.85 R1;C0 = 0.85 R2;C0 = 0.85 R3;C0 = 0.85 R4;C0 = 0.85 R5;C0 = 0.8 R1;C0 = 0.8 R2;C0 = 0.8 R3;C0 = 0.8 R4;C0 = 0.8 R5;C0 = 0.75 R1;C0 = 0.75 R2;C0 = 0.75 R3;C0 = 0.75 R4;C0 = 0.75 R5;C0 = 0.7 R1;C0 = 0.7 R2;C0 = 0.7 R3;C0 = 0.7 R4;C0 = 0.7 R5;C0 = 0.65 R1;C0 = 0.65 R2;C0 = 0.65 R3;C0 = 0.65 R4;C0 = 0.65 R5;C0 = 0.6 R1;C0 = 0.6 R2;C0 = 0.6 R3;C0 = 0.6 R4;C0 = 0.6 R5;C0 = 0.55 R1;C0 = 0.55 R2;C0 = 0.55 R3;C0 = 0.55 R4;C0 = 0.55 R5;C0 = 0.5 R1;C0 = 0.5 R2;C0 = 0.5 R3;C0 = 0.5 R4;C0 = 0.5 R5;C0 = 0.45 R1;C0 = 0.45 R2;C0 = 0.45 R3;C0 = 0.45 R4;C0 = 0.45 R5;C0 = 0.4 R1;C0 = 0.4 R2;C0 = 0.4 R3;C0 = 0.4 R4;C0 = 0.4 R5;C0 = 0.35 R1;C0 = 0.35 R2;C0 = 0.35 R3;C0 = 0.35 R4;C0 = 0.35 R5;C0 = 0.3 R1;C0 = 0.3 R2;C0 = 0.3 R3;C0 = 0.3 R4;C0 = 0.3 R5;C0 = 0.25 R1;C0 = 0.25 R2;C0 = 0.25 R3;C0 = 0.25 R4;C0 = 0.25 R5;C0 = 0.2 R1;C0 = 0.2 R2;C0 = 0.2 R3;C0 = 0.2 R4;C0 = 0.2 R5;C0 = 0.15 R1;C0 = 0.15 R2;C0 = 0.15 R3;C0 = 0.15 R4;C0 = 0.15 R5
12.071111111111112;0.012;0.018;0.019;0.021;0.031;0.018;0.023;0.023;0.025;0.032;0.014;0.017;0.024;0.023;0.036;0.01;0.022;0.024;0.026;0.036;0.01;0.019;0.018;0.021;0.019;0.004;0.012;0.01;0.006;0.014;0.01;0.018;0.025;0.011;0.036;0.006;0.008;0.011;0.017;0.016;0.005;0.013;0.018;0.015;0.02;0.004;0.008;0.008;0.017;0.021;0.0;-0.001;0.004;0.007;0.021;0.001;0.004;0.005;0.011;0.014;0.021;0.025;0.038;0.03;0.023;0.017;0.019;0.025;0.029;0.021;0.005;0.021;0.016;0.018;0.024;0.009;0.012;0.018;0.024;0.021;0.023;0.019;0.016;0.019;0.021;0.015;0.015;0.018;0.006;0.008
14.745277777777778;0.019;0.023;0.02;0.021;0.036;0.026;0.046;0.028;0.032;0.038;0.019;0.019;0.028;0.027;0.04;0.017;0.029;0.031;0.035;0.044;0.014;0.027;0.028;0.029;0.024;0.007;0.016;0.014;0.011;0.019;0.018;0.027;0.033;0.022;0.043;0.009;0.01;0.014;0.022;0.02;0.01;0.018;0.017;0.024;0.025;0.011;0.019;0.013;0.016;0.027;0.005;0.004;0.015;0.015;0.025;0.01;0.012;0.013;0.019;0.022;0.024;0.032;0.044;0.037;0.033;0.021;0.026;0.033;0.035;0.024;0.009;0.02;0.014;0.019;0.024;0.013;0.015;0.021;0.03;0.033;0.028;0.024;0.02;0.027;0.028;0.021;0.018;0.017;0.012;0.016
16.698611111111113;0.024;0.042;0.034;0.025;0.046;0.035;0.033;0.033;0.035;0.044;0.025;0.019;0.03;0.031;0.046;0.025;0.035;0.036;0.046;0.052;0.02;0.032;0.035;0.035;0.03;0.011;0.019;0.019;0.015;0.023;0.025;0.033;0.04;0.023;0.051;0.012;0.011;0.016;0.025;0.023;0.014;0.02;0.03;0.025;0.03;0.016;0.023;0.02;0.027;0.027;0.012;0.007;0.022;0.017;0.026;0.016;0.018;0.018;0.026;0.029;0.032;0.04;0.047;0.041;0.036;0.03;0.026;0.037;0.034;0.028;0.012;0.024;0.018;0.022;0.027;0.015;0.015;0.022;0.031;0.032;0.028;0.025;0.018;0.026;0.018;0.018;0.014;0.015;0.014;0.017
21.473055555555554;0.042;0.051;0.044;0.049;0.08;0.059;0.056;0.047;0.05;0.07;0.039;0.032;0.044;0.043;0.057;0.043;0.05;0.055;0.059;0.073;0.032;0.042;0.046;0.049;0.048;0.02;0.029;0.027;0.027;0.039;0.034;0.042;0.058;0.035;0.061;0.016;0.016;0.024;0.025;0.033;0.019;0.023;0.023;0.027;0.031;0.018;0.021;0.019;0.023;0.032;0.008;0.007;0.016;0.018;0.024;0.013;0.021;0.028;0.036;0.04;0.031;0.04;0.047;0.047;0.048;0.033;0.033;0.036;0.042;0.035;0.02;0.026;0.025;0.037;0.05;0.036;0.025;0.033;0.046;0.044;0.042;0.038;0.031;0.049;0.025;0.028;0.023;0.03;0.02;0.022
36.062777777777775;0.408;0.401;0.397;0.465;0.598;0.603;0.575;0.502;0.545;0.531;0.455;0.401;0.475;0.42;0.517;0.547;0.549;0.593;0.543;0.556;0.509;0.546;0.593;0.547;0.598;0.415;0.449;0.425;0.466;0.432;0.553;0.574;0.629;0.579;0.606;0.351;0.474;0.438;0.456;0.454;0.49;0.489;0.454;0.515;0.475;0.409;0.4;0.5;0.539;0.497;0.439;0.445;0.415;0.42;0.533;0.514;0.511;0.483;0.561;0.571;0.543;0.533;0.572;0.573;0.489;0.545;0.574;0.572;0.522;0.569;0.465;0.427;0.465;0.517;0.5;0.459;0.463;0.461;0.507;0.47;0.347;0.316;0.321;0.429;0.295;0.314;0.212;0.252;0.214;0.242
38.93805555555556;0.525;0.516;0.492;0.567;0.711;0.689;0.657;0.594;0.625;0.634;0.55;0.481;0.548;0.511;0.562;0.62;0.65;0.67;0.631;0.661;0.566;0.584;0.654;0.614;0.676;0.493;0.531;0.489;0.514;0.494;0.617;0.623;0.71;0.657;0.7;0.446;0.598;0.541;0.546;0.519;0.568;0.578;0.546;0.57;0.551;0.498;0.497;0.576;0.611;0.581;0.529;0.527;0.511;0.484;0.592;0.57;0.567;0.531;0.599;0.614;0.584;0.579;0.608;0.617;0.54;0.588;0.62;0.591;0.558;0.599;0.487;0.417;0.411;0.448;0.45;0.388;0.387;0.375;0.408;0.355;0.381;0.365;0.351;0.392;0.274;0.382;0.315;0.329;0.304;0.323
41.55722222222222;0.63;0.626;0.59;0.673;0.801;0.782;0.763;0.691;0.715;0.735;0.642;0.586;0.635;0.602;0.656;0.707;0.741;0.759;0.722;0.758;0.668;0.694;0.754;0.718;0.754;0.585;0.62;0.586;0.607;0.591;0.705;0.726;0.792;0.744;0.769;0.534;0.66;0.626;0.63;0.606;0.657;0.64;0.635;0.644;0.629;0.578;0.585;0.655;0.684;0.661;0.597;0.594;0.606;0.555;0.655;0.609;0.608;0.573;0.656;0.674;0.635;0.645;0.67;0.673;0.593;0.615;0.676;0.646;0.594;0.65;0.525;0.44;0.413;0.457;0.473;0.384;0.4;0.394;0.456;0.409;0.33;0.379;0.421;0.408;0.459;0.386;0.374;0.364;0.341;0.347
45.465555555555554;0.793;0.792;0.773;0.806;0.928;0.919;0.923;0.854;0.865;0.9;0.789;0.772;0.79;0.771;0.822;0.851;0.909;0.92;0.894;0.911;0.829;0.864;0.916;0.892;0.91;0.752;0.789;0.767;0.776;0.755;0.855;0.877;0.927;0.885;0.895;0.717;0.802;0.774;0.772;0.745;0.803;0.777;0.769;0.767;0.761;0.714;0.723;0.775;0.805;0.788;0.733;0.726;0.746;0.681;0.792;0.713;0.709;0.674;0.761;0.775;0.731;0.724;0.759;0.763;0.683;0.711;0.788;0.755;0.695;0.769;0.604;0.505;0.456;0.493;0.552;0.47;0.499;0.498;0.53;0.507;0.432;0.45;0.462;0.467;0.51;0.373;0.314;0.34;0.328;0.347
60.18;1.327;1.298;1.289;1.305;1.384;1.399;1.38;1.317;1.329;1.364;1.283;1.297;1.274;1.273;1.334;1.314;1.339;1.341;1.325;1.361;1.309;1.323;1.335;1.332;1.634;1.236;1.264;1.247;1.26;1.227;1.288;1.323;1.345;1.319;1.317;1.197;1.245;1.226;1.205;1.196;1.239;1.212;1.202;1.187;1.19;1.148;1.159;1.2;1.227;1.222;1.172;1.118;1.167;1.086;1.216;1.191;1.181;1.107;1.156;1.183;1.067;1.076;1.146;1.135;1.027;0.994;1.124;1.084;1.019;1.098;0.885;0.755;0.682;0.711;0.74;0.697;0.72;0.664;0.719;0.622;0.54;0.548;0.551;0.58;0.517;0.425;0.421;0.421;0.413;0.404
62.90972222222222;1.373;1.343;1.34;1.344;1.413;1.419;1.402;1.343;1.351;1.39;1.312;1.332;1.298;1.305;1.36;1.343;1.365;1.37;1.355;1.389;1.34;1.359;1.371;1.367;1.68;1.268;1.297;1.283;1.299;1.269;1.322;1.364;1.373;1.345;1.349;1.233;1.272;1.258;1.255;1.241;1.278;1.239;1.232;1.23;1.231;1.186;1.192;1.232;1.268;1.258;1.197;1.16;1.21;1.129;1.257;1.243;1.234;1.169;1.212;1.237;1.101;1.106;1.169;1.149;1.051;1.02;1.143;1.106;1.043;1.122;0.932;0.774;0.72;0.734;0.76;0.714;0.74;0.672;0.698;0.603;0.532;0.55;0.556;0.583;0.525;0.418;0.438;0.449;0.423;0.426
